name,address,rating,reviews,website,lat,lng,category,no_website,version,city,rating_norm,reviews_log,reviews_norm,opportunity_score,opportunity_level
Restaurant IMA,"20 Bd de la Tour d'Auvergne, 35000 Rennes, France",4.8,889.0,https://ima.restaurant/,48.1066645,-1.684675,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.96,6.7912214627261855,0.6229207273119138,0.12112378180642586,LOW
Le Vasselot,"34 Rue Vasselot, 35000 Rennes, France",4.9,302.0,https://levasselotrennes.eatbu.com/?lang=fr,48.1085319,-1.676901,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9800000000000001,5.713732805509369,0.5240887245996356,0.14677338262010928,LOW
Le Bistrot Des Remparts,"16 Rue Nantaise bât A, 35000 Rennes, France",4.8,525.0,http://www.lebistrotdesremparts.bzh/,48.111831,-1.6852555,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.96,6.26530121273771,0.5746810068979996,0.1355956979306001,LOW
Fezi,"2 Rue des Carmes, 35000 Rennes, France",4.9,619.0,https://fezi-restaurant.fr/,48.1083538,-1.6762534,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9800000000000001,6.429719478039138,0.589762173955658,0.12707134781330257,LOW
Le bocal,"6 Rue d'Argentré, 35000 Rennes, France",4.7,396.0,,48.1095712,-1.6812688,"establishment, food, point_of_interest, restaurant",True,V1,Rennes,0.9400000000000001,5.983936280687191,0.5488729767704386,0.6473381069688684,MEDIUM
L'Ambassade de Rennes,"12 Rue de la Parcheminerie, 35000 Rennes, France",4.4,1566.0,https://restaurant-lambassade.fr/,48.10926320000001,-1.6808982,"bar, establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.8800000000000001,7.356918242356021,0.6748089261196093,0.12155732216411719,LOW
Gueuleton - Rennes,"96 Rue de la Poterie, 35200 Rennes, France",4.7,1507.0,https://www.gueuleton.fr/,48.0935642,-1.6431658,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9400000000000001,7.318539548567902,0.6712886633835183,0.11061340098494449,LOW
LE PARIS-BREST - Restaurant,"Gare de, 35000 Rennes, France",4.6,1070.0,https://parisbrest.bzh/,48.10357279999999,-1.6718883,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9199999999999999,6.976348070447749,0.6399013546938416,0.12402959359184754,LOW
La Taverne,"2 Rue de l'Alma, 35000 Rennes, France",4.2,4970.0,https://www.lataverne-rennes.com/,48.1047331,-1.6777501,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.8400000000000001,8.511376306094673,0.7807009016150608,0.09778972951548175,LOW
Le Grill,"35 Rue Poullain Duparc, 35000 Rennes, France",4.4,1912.0,http://www.legrill.fr/,48.1084976,-1.6827798,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.8800000000000001,7.556427969440253,0.6931088365235357,0.11606734904293926,LOW
Estime,"15 Rue du Chapitre, 35000 Rennes, France",4.8,603.0,https://estime-restaurant.com/,48.11099429999999,-1.682779,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.96,6.403574197934815,0.5873640137737604,0.1317907958678719,LOW
La Chope,"3 Rue de la Chalotais, 35000 Rennes, France",4.4,1419.0,http://lachope.fr/,48.1092944,-1.6805608,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.8800000000000001,7.258412150595307,0.6657735137624917,0.12426794587125246,LOW
La Réserve,"36-38 Rue de la Visitation, 35000 Rennes, France",4.5,839.0,http://restaurant-lareserve-rennes.fr/,48.1138888,-1.6781039,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9,6.733401891837359,0.6176172617499953,0.13471482147500138,LOW
Kôlochô,"8 Rue Saint-Melaine, 35000 Rennes, France",4.8,1254.0,http://www.kolocho.fr/,48.11484429999999,-1.678542,"bakery, establishment, food, meal_takeaway, point_of_interest, restaurant, store",False,V1,Rennes,0.96,7.134890851565884,0.6544435964785054,0.11166692105644839,LOW
Restaurant La Petite Ourse,"48 Bd de la Liberté, 35000 Rennes, France",4.9,330.0,http://restaurantlapetiteourse.com/,48.1083062,-1.6828361,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.9800000000000001,5.802118375377063,0.5321958381384952,0.1443412485584514,LOW
Le 2 rue des Dames,"2 Rue des Dames, 35000 Rennes, France",4.8,623.0,http://www.le2ruedesdames.fr/,48.1106469,-1.6833444,"establishment, food, point_of_interest, restaurant",False,V1,Rennes,0.96,6.436150368369428,0.5903520435253362,0.13089438694239913,LOW
L'Atelier Entrecôte et Volaille - Reims,"89 Pl. Drouet d'Erlon, 51100 Reims, France",4.8,4942.0,https://latelierev.com/fr/restaurants/reims,49.2567022,4.0258695,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.96,8.505727713306959,0.7801827878196377,0.0739451636541087,LOW
Le Tablier Reims,"30 Pl. Drouet d'Erlon, 51100 Reims, France",4.4,4465.0,https://www.nobigroupe.com/le-tablier-reims/,49.2549899,4.0276162,"bar, establishment, food, point_of_interest, restaurant",False,V1,Reims,0.8800000000000001,8.404248432400102,0.7708746614661476,0.0927376015601557,LOW
L'Alambic,"63 bis Rue de Chativesle, 51100 Reims, France",4.7,1056.0,http://www.restaurant-lalambic.fr/,49.2546905,4.0229982,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9400000000000001,6.963189985870238,0.6386944372549035,0.12039166882352895,LOW
La Brigade - Restaurant Reims,"45 Pl. Drouet d'Erlon, 51100 Reims, France",4.7,1156.0,https://www.la-brigade.fr/,49.255403,4.026755,"bar, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",False,V1,Reims,0.9400000000000001,7.053585727193677,0.6469859325683979,0.11790422022948063,LOW
Au Cul de Poule Restaurant Reims - Bistronomie Reims,"46 Bd Carteret, 51100 Reims, France",4.5,1214.0,https://www.auculdepoule.com/?utm_source=gmb,49.2578028,4.047922199999999,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9,7.102499355774649,0.6514725058981524,0.12455824823055428,LOW
"La table des sacres, Reims","6 Rue Gambetta, 51100 Reims, France",4.7,772.0,https://www.latabledessacres.fr/,49.2506564,4.035232,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9400000000000001,6.650279048587422,0.609992868662879,0.12900213940113628,LOW
Restaurant Gabrielle Toit Terrasse,"11 Rue des Fuseliers, 51100 Reims, France",4.6,2202.0,http://www.restaurant-gabrielle-reims.fr/,49.25273259999999,4.0328853,"bar, establishment, food, liquor_store, point_of_interest, restaurant, store",False,V1,Reims,0.9199999999999999,7.697575346802343,0.7060554953016559,0.10418335140950324,LOW
Le Millénaire,"4-6 Rue Bertin, 51100 Reims, France",4.7,1330.0,https://www.lemillenaire.com/,49.2561111,4.0341667,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9400000000000001,7.193685818395112,0.6598365296497409,0.11404904110507771,LOW
BASTA ! RISTORANTE E BAR,"30 Rue de Mars, 51100 Reims, France",4.8,1492.0,https://www.basta-reims.fr/,49.2592789,4.031801199999999,"bar, establishment, food, point_of_interest, restaurant",False,V1,Reims,0.96,7.30854279753919,0.6703717173737704,0.10688848478786887,LOW
Restaurant La Fontaine,"131 Rue du Barbâtre, 51100 Reims, France",4.9,445.0,https://www.instagram.com/restaurantlafontainereims/,49.2476586,4.0413667,"cafe, establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9800000000000001,6.100318952020064,0.5595481076980751,0.13613556769057744,LOW
NONNA Restaurant Italien Reims,"Parvis de la Cathèdrale, 11 Rue des Fuseliers, 51100 Reims, France",4.6,1228.0,https://www.nonnareims.fr/,49.2527351,4.032882799999999,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9199999999999999,7.113956109566034,0.6525233697881806,0.12024298906354583,LOW
Le Petit Basque,"13 Rue du Colonel Fabien, 51100 Reims, France",4.8,2011.0,https://www.le-petit-basque.fr/,49.2496683,4.0185814,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.96,7.60688453121963,0.6977369344781931,0.09867891965654209,LOW
Le Paradis du Fruit - Reims,"71 Pl. Drouet d'Erlon, 51100 Reims, France",4.5,2645.0,https://restaurants.leparadisdufruit.fr/reims/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,49.25611809999999,4.0262613,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9,7.880804344674901,0.722862065555012,0.1031413803334964,LOW
Restaurant Chez Nous,"32 Av. d'Épernay, 51100 Reims, France",4.7,822.0,http://chez-nous-restaurant-reims.eatbu.com/,49.24670099999999,4.0122554,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9400000000000001,6.71295620067707,0.6157418929554619,0.12727743211336143,LOW
ARBANE,"7 Rue Noël, 51100 Reims, France",4.9,1237.0,http://www.arbane-philippe-mille.com/,49.257465,4.0272534,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9800000000000001,7.121252453244542,0.6531926225486566,0.10804221323540299,LOW
Ö double A,"32 Pl. du Forum, 51100 Reims, France",4.8,210.0,,49.2571257,4.0345522,"establishment, food, point_of_interest, restaurant",True,V1,Reims,0.96,5.351858133476067,0.49089598671942286,0.6607312039841731,MEDIUM
L’ Agape - Restaurant Bistronomique,"2 Rue Tronsson Ducoudray, 51100 Reims, France",4.6,784.0,http://www.restaurantlatelierreims.com/,49.25405259999999,4.0312636,"establishment, food, point_of_interest, restaurant",False,V1,Reims,0.9199999999999999,6.665683717782408,0.6114058527323293,0.13257824418030123,LOW
L'Apostrophe,"59 Pl. Drouet d'Erlon, 51100 Reims, France",4.2,4913.0,https://www.lapostrophe-reims.com/,49.2557409,4.0265767,"bar, establishment, food, night_club, point_of_interest, restaurant",False,V1,Reims,0.8400000000000001,8.499843553081124,0.7796430667418295,0.09810707997745113,LOW
Restaurant Lexperience Reims,"83 Pl. Drouet d'Erlon, 51100 Reims, France",4.5,2330.0,https://www.lexperience-reims.fr/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,49.2564836,4.0259297,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",False,V1,Reims,0.9,7.754052639035757,0.7112358411566302,0.10662924765301093,LOW
Le Coq Rouge Reims,"67 Rue Chanzy, 51100 Reims, France",4.7,514.0,https://www.le-coq-rouge.fr/,49.2515787,4.0337969,"establishment, food, liquor_store, point_of_interest, restaurant, store",False,V1,Reims,0.9400000000000001,6.244166900663736,0.5727424747619748,0.14017725757140753,LOW
Le Bouche A Oreille,"19 Rue Paul Doumer, 76600 Le Havre, France",4.8,832.0,https://m.facebook.com/people/Le-Bouche-%C3%80-Oreille-LBAO/100086088245014/,49.4926615,0.101055,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.96,6.725033642166843,0.6168496890534346,0.12294509328396962,LOW
Taverne Paillette,"22 Rue Georges Braque, 76600 Le Havre, France",4.5,4030.0,https://www.taverne-paillette.com/,49.4953858,0.1031715,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9,8.301769763117166,0.7614748668115262,0.09155753995654214,LOW
La Voile Bleue,"58 Rue des Sauveteurs, 76600 Le Havre, France",4.5,1002.0,https://www.instagram.com/lavoilebleuelh/,49.4918603,0.0973407,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9,6.910750787961936,0.6338844831869972,0.12983465504390085,LOW
Le Grand Quai,"25 Quai de Southampton, 76600 Le Havre, France",4.5,1579.0,http://www.augrandquai.fr/,49.485994,0.1083894,"bar, cafe, establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9,7.365180126021013,0.6755667424579234,0.11732997726262298,LOW
A l'Ardoise,"85 Quai de Southampton, 76600 Le Havre, France",4.7,493.0,http://lardoise-lehavre.fr/,49.4865553,0.1105671,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9400000000000001,6.202535517187923,0.5689238610094872,0.1413228416971538,LOW
L'Anecdote,"5 Rue Saint-Louis, 76600 Le Havre, France",4.7,1045.0,https://www.restaurantlanecdote.fr/,49.4894287,0.1118675,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9400000000000001,6.952728644624869,0.6377348769853718,0.12067953690438846,LOW
La Bise Le Havre,"1 Rue Maurice Taconet, 76310 Sainte-Adresse, France",4.5,882.0,https://labise.cool/,49.50350479999999,0.0820726,"establishment, food, point_of_interest, restaurant",False,V1,Sainte-Adresse,0.9,6.78332520060396,0.6221964473909573,0.13334106578271282,LOW
Le Bistrot des Grands Bassins,"23 Bd Amiral Mouchez, 76600 Le Havre, France",4.5,995.0,https://www.lebistrotdesgrandsbassins.fr/,49.4844162,0.1315531,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9,6.903747257584598,0.6332420885514597,0.13002737343456208,LOW
Bistrot Normand,"44 Rue Georges Braque, 76600 Le Havre, France",4.7,206.0,https://bistrot-normand-le-havre.com/,49.4953824,0.1022436,"bar, establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9400000000000001,5.332718793265369,0.4891404421845032,0.16525786734464903,LOW
Restaurant Les Enfants Sages,"20 Rue Gustave Lennier, 76600 Le Havre, France",4.3,3443.0,https://restaurant-lesenfantssages.com/,49.4889361,0.1083676,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.86,8.144388865547622,0.7470391981005152,0.10388824056984544,LOW
A Deux Pas d'Ici,"69 Rue Dauphine, 76600 Le Havre, France",4.7,940.0,http://adeuxpasdici.fr/,49.4882778,0.1136306,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9400000000000001,6.846943139585379,0.6280317647985687,0.12359047056042938,LOW
P'tit Bouillon - LH,"11 Quai de l'Île, 76600 Le Havre, France",4.7,214.0,https://www.o-ptit-bouillon.fr/,49.48706259999999,0.1132077,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9400000000000001,5.3706380281276624,0.4926185613253933,0.164214431602382,LOW
Restaurant Le Pure,"93 Quai de Southampton, 76600 Le Havre, France",4.6,630.0,http://restaurant-lepure-lehavre.com/,49.4866436,0.1107223,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9199999999999999,6.447305862541213,0.591375274556919,0.13858741763292431,LOW
Bistrot Canaille,"32 Rue du Général Faidherbe, 76600 Le Havre, France",4.4,799.0,https://www.bistrot-canaille.com/,49.4874181,0.1128489,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.8800000000000001,6.684611727667927,0.6131420131195539,0.1400573960641338,LOW
Bistrot Parisien,"39 Pl. de l'Hôtel de ville, 76600 Le Havre, France",4.3,3762.0,http://www.lebistrotparisienlh.com/,49.4928287,0.1061642,"bar, establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.86,8.232971790593437,0.7551644139250637,0.10145067582248088,LOW
Bouchon Normand,"77 Rue Louis Brindeau, 76600 Le Havre, France",4.3,1437.0,https://bouchonnormand.fr/,49.4912532,0.1042609,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.86,7.271008538280992,0.6669289098899389,0.12792132703301834,LOW
L'Imprévu,"29 Pl. des Halles Centrales, 76600 Le Havre, France",4.6,277.0,https://www.facebook.com/limprevulh/,49.4908454,0.1038585,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9199999999999999,5.627621113690637,0.5161901811649688,0.16114294565050935,LOW
Le Diplodocus,"Le, 21 Rue Maréchal Gallieni, 76600 Le Havre, France",4.6,515.0,http://www.lediplodocus-restaurant-havre.fr/,49.4942901,0.113771,"establishment, food, point_of_interest, restaurant",False,V1,Le Havre,0.9199999999999999,6.246106765481563,0.5729204077022918,0.14412387768931248,LOW
Le Grand Large - Restaurant vue mer au Havre | Cuisine raffinée Terre & Mer,"11 Place Clemenceau, 76310 Sainte-Adresse, France",4.3,844.0,https://www.legrandlarge76.fr/,49.5025089,0.085618,"establishment, food, point_of_interest, restaurant",False,V1,Sainte-Adresse,0.86,6.739336627357174,0.6181616218163983,0.1425515134550805,LOW
Le Garde-Manger,"40 Rue de l'Alma, 76600 Le Havre, France",4.6,464.0,,49.496009,0.098689,"establishment, food, point_of_interest, restaurant",True,V1,Le Havre,0.9199999999999999,6.142037405587356,0.5633747079026329,0.6469875876292102,MEDIUM
La Cocotte Stéphanoise,"2 Rue Ferrer, 42000 Saint-Étienne, France",4.6,2478.0,https://saintetienne.sevensquares.fr/brasserie-saint-etienne-la-cocotte-stephanoise/,45.447465,4.41974,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9199999999999999,7.8156105320351905,0.716882202078514,0.10093533937644579,LOW
La Bouche Pleine,"21 Pl. Chavanelle, 42000 Saint-Étienne, France",4.7,794.0,,45.4350713,4.3933719,"establishment, food, point_of_interest, restaurant",True,V1,Saint-Étienne,0.9400000000000001,6.678342114654332,0.6125669366153007,0.6282299190154098,MEDIUM
A La Table des Lys,"58 Rue Saint-Simon, 42000 Saint-Étienne, France",4.8,2028.0,https://www.latabledeslys.fr/,45.4549891,4.3688254,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.96,7.615298339825815,0.6985086860408823,0.09844739418773531,LOW
Restaurant Un Eléphant dans Un Jeu de Quilles,"16 Rue Léon Nautin, 42000 Saint-Étienne, France",4.6,766.0,http://www.restaurant-un-elephant-dans-un-jeu-de-quilles.fr/,45.4347904,4.3912116,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9199999999999999,6.642486801367256,0.6092781294466098,0.1332165611660171,LOW
Chez Les Fondus Saint Étienne,"4 Rue Sainte-Catherine, 42000 Saint-Étienne, France",4.6,949.0,http://www.chezlesfondus.com/,45.4371108,4.3872379,"bar, establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9199999999999999,6.856461984594587,0.6289048751644799,0.12732853745065603,LOW
La Java Bleue Saint Etienne,"2 Cr Fauriel, 42100 Saint-Étienne, France",4.5,1386.0,http://www.restaurant-lajavableue.fr/,45.43154579999999,4.394892899999999,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9,7.234898420314831,0.6636167309144398,0.12091498072566803,LOW
Le Dolce Rosa | Restaurant | Brunch | Dessert | Saint-Étienne,"5 Rue Dormoy, 42000 Saint-Étienne, France",4.7,343.0,http://www.ledolcerosa.fr/,45.4422453,4.3849246,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9400000000000001,5.840641657373398,0.5357293631415168,0.15128119105754495,LOW
Le Barboton,"5 Rue François Albert, 42000 Saint-Étienne, France",4.5,427.0,https://www.facebook.com/lebarboton/?locale=fr_FR,45.4467224,4.398119800000001,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9,6.059123195581797,0.5557694515750882,0.15326916452747352,LOW
la loco,"29 Av. Denfert Rochereau, 42000 Saint-Étienne, France",4.4,535.0,http://www.restaurant-la-loco.com/,45.4422466,4.398582,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.8800000000000001,6.284134161070802,0.5764084478211775,0.15107746565364671,LOW
Le Canopy restaurant,"27 Rue Léon Nautin, 42000 Saint-Étienne, France",4.3,498.0,http://canopy-saint-etienne.fr/,45.4350224,4.3911356,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.86,6.212606095751519,0.5698475788057212,0.15704572635828362,LOW
El Inca,"21 Rue Louis Braille, 42000 Saint-Étienne, France",4.9,268.0,https://el-inca.fr/,45.4401638,4.3887543,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9800000000000001,5.594711379601839,0.5131715554866941,0.15004853335399174,LOW
Café de la Grande Poste,"10 Av. de la Libération, 42000 Saint-Étienne, France",4.9,130.0,https://grandeposte.fr/,45.4370982,4.392053499999999,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9800000000000001,4.875197323201151,0.4471745589545943,0.16984763231362165,LOW
La Table des Matrus,"26 Rue du Grand-Gonnet, 42000 Saint-Étienne, France",4.5,274.0,https://www.la-table-des-matrus.dousto.com/,45.4430308,4.383176,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9,5.616771097666572,0.5151949699338004,0.16544150901985985,LOW
L'hédoniste,"5 Pl. Grenette, 42000 Saint-Étienne, France",4.8,279.0,https://www.restaurant-lhedoniste.fr/,45.4358219,4.3868162,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.96,5.634789603169249,0.5168477065754201,0.15294568802737396,LOW
L’Aile ou la Cuisse | Restaurant Place Jean Jaurès St-Etienne,"15 Pl. Jean Jaurès, 42000 Saint-Étienne, France",4.7,594.0,,45.4419106,4.3855905,"establishment, food, point_of_interest, restaurant",True,V1,Saint-Étienne,0.9400000000000001,6.38856140554563,0.5859869743699682,0.6362039076890096,MEDIUM
Corne d'Aurochs,"18 Rue Michel Servet, 42000 Saint-Étienne, France",4.8,461.0,http://cornedaurochs.eatbu.com/,45.440343,4.390345,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.96,6.135564891081739,0.5627810203803654,0.1391656938858904,LOW
Les Perles d'Ivoire,"26 Rue Brossard, 42000 Saint-Étienne, France",5.0,34.0,https://lesperlesdivoire.fr/,45.4391603,4.3896923,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,1.0,3.5553480614894135,0.32611217473402,0.202166347579794,LOW
Au Bureau - Pub et Brasserie,"5 Esp. de France, 42000 Saint-Étienne, France",4.6,2694.0,https://www.aubureau.fr/restaurant-brasserie/au-bureau-saint-etienne?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,45.44233490000001,4.400026,"bar, establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9199999999999999,7.899153483343097,0.7245451293260101,0.09863646120219698,LOW
L'Escargot d'Or,"5 Cr Victor Hugo, 42000 Saint-Étienne, France",4.3,1681.0,https://lescargotdor.fr/,45.433999,4.388065399999999,"bar, establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.86,7.427738840532894,0.6813049031345149,0.12360852905964553,LOW
Brasserie Geoffroy Guichard,"Dans le stade Geoffroy Guichard, 14 Rue Paul et Pierre Guichard, 42000 Saint-Étienne, France",4.6,1123.0,https://bgg.rest/,45.4600869,4.389183,"establishment, food, point_of_interest, restaurant",False,V1,Saint-Étienne,0.9199999999999999,7.024649030453636,0.6443317313649409,0.12270048059051773,LOW
Restaurant Le Saint Gabriel,"334 Av. de la République, 83000 Toulon, France",4.6,1028.0,https://www.restaurantsaintgabriel.fr/,43.11984349999999,5.932671399999999,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9199999999999999,6.9363427358340495,0.6362318893008049,0.12513043320975853,LOW
Le Rock Toulon,"465 Littoral Frédéric Mistral, 83000 Toulon, France",4.7,1949.0,https://www.restaurant-lerock.fr/,43.1083617,5.9404382,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9400000000000001,7.575584651557793,0.6948659717344895,0.10354020847965315,LOW
L'Équerre Restaurant Toulon,"Pl. de l'Equerre, 83000 Toulon, France",4.6,559.0,https://www.leautel-toulon.com/fr/hotel-4-etoiles-toulon,43.1223597,5.9294753,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9199999999999999,6.327936783729195,0.5804262171892203,0.14187213484323394,LOW
Le Bistrok Toulon,"19 Rue Picot, 83000 Toulon, France",4.7,621.0,http://www.lebistrok.com/,43.12543369999999,5.932430600000001,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9400000000000001,6.432940092739179,0.5900575829129939,0.1349827251261018,LOW
Les Tables de la Fontaine,"Pl. Gustave Lambert, 83000 Toulon, France",4.7,674.0,https://www.lestablesdelafontainetoulon.fr/,43.1215122,5.9318129,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9400000000000001,6.51471269087253,0.5975581255742789,0.13273256232771632,LOW
Le Pastel - Restaurant Toulon,"20, rue Victor Micholet, Sq. Léon Vérane, 83000 Toulon, France",4.9,446.0,https://www.restaurantlepastel.fr/,43.1213348,5.9304406,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9800000000000001,6.102558594613569,0.5597535375755901,0.13607393872732293,LOW
PETIT SUD,"Littoral Frédéric Mistral, Anse, Plages du Mourillon, 83000 Toulon, France",4.4,1912.0,https://petitsud.fr/,43.1068527,5.943152,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.8800000000000001,7.556427969440253,0.6931088365235357,0.11606734904293926,LOW
Sappia,"3 Bd Eugène Pelletan, 83000 Toulon, France",4.9,267.0,https://www.sappia-restaurant.fr/,43.1118095,5.9356253,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9800000000000001,5.5909869805108565,0.5128299372073775,0.15015101883778673,LOW
Brasserie La Tortue Port de Toulon,"71 Quai de la Sinse, 83000 Toulon, France",4.6,605.0,https://brasserielatortue.com/,43.1187962,5.9343268,"bar, establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9199999999999999,6.406879986069314,0.5876672352134357,0.1396998294359693,LOW
Casa Mia,"45 Quai Cronstadt, 83000 Toulon, France",4.8,475.0,,43.121037,5.930217,"establishment, food, point_of_interest, restaurant",True,V1,Toulon,0.96,6.16541785423142,0.5655192655722915,0.6383442203283125,MEDIUM
Terre Et Mer,"128 Av. de la République, 83000 Toulon, France",4.4,1356.0,https://m.facebook.com/terreetmer83/,43.1209693,5.930445199999999,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.8800000000000001,7.213031659834869,0.6616110153864021,0.12551669538407934,LOW
Dakota,"37 Rue Castillon, 83000 Toulon, France",4.8,1723.0,https://www.dakota-mourillon.fr/,43.1103136,5.9401077,"bar, establishment, food, night_club, point_of_interest, restaurant",False,V1,Toulon,0.96,7.452402451223638,0.6835671580755353,0.10292985257733943,LOW
Canova,"19 Rue Richard Andrieu, 83000 Toulon, France",4.9,938.0,https://www.instagram.com/canova_toulon/,43.1227531,5.9321918,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9800000000000001,6.844815479208263,0.6278366064228832,0.11564901807313502,LOW
Côté terrasses toulon,"13 Rue Richard Andrieu, 83000 Toulon, France",4.8,226.0,https://www.instagram.com/restaurant_cote_terrasses/,43.1229027,5.932292299999999,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.96,5.424950017481403,0.49760029606864636,0.15871991117940612,LOW
Hôi An,"2 Rue Corneille, 83000 Toulon, France",4.8,529.0,https://hoian.eatbu.com/?lang=fr,43.124309,5.9328445,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.96,6.272877006546167,0.5753758920545257,0.1353872323836423,LOW
Saucé,"5 Rue Larmodieu, 83000 Toulon, France",4.6,433.0,http://www.restosauce.fr/,43.1239063,5.9311366,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9199999999999999,6.073044534100405,0.5570463780253244,0.14888608659240268,LOW
AOC 41,"41 Rue Pascal, 83000 Toulon, France",4.9,609.0,https://www.aoc41-restaurant.fr/,43.1124372,5.9401215,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.9800000000000001,6.413458957167357,0.5882706874029792,0.12751879377910622,LOW
Chez le palestinien restaurant,"223 Rue Jean Jaurès, 83000 Toulon, France",4.9,109.0,,43.1244701,5.9290889,"establishment, food, point_of_interest, restaurant",True,V1,Toulon,0.9800000000000001,4.700480365792417,0.4311487505223238,0.6746553748433028,MEDIUM
Racines - Cuisine de Producteurs,"9 Rue Corneille, 83000 Toulon, France",4.8,304.0,https://www.racines-restaurant-toulon.com/,43.124082,5.9331473,"establishment, food, point_of_interest, restaurant",False,V1,Toulon,0.96,5.720311776607412,0.5246921767891791,0.15059234696324628,LOW
